WS10M,PS,PRECTOTCORR,T2MDEW,ALLSKY_SFC_LW_DWN,WS50M_RANGE,Evaporation_Rate,Sensible_Heat_Flux,date
2.4104,72.9772,0.3464,10.15,334.1604,4.8128,333.8927496018127,43.47029679302119,2020-09-16
2.638,72.926,0.0316,10.4052,327.588,5.124,327.329514056459,47.4987776195598,2020-09-17
2.7296,72.8972,0.016,9.5076,316.68,5.5116,316.4165687882449,49.28469288040154,2020-09-18
2.3432,72.898,0.0184,6.2876,305.4768,4.0252,305.1686595172165,42.795981816637585,2020-09-19
2.1324,72.8436,0.0,4.752,291.4144,3.9424,291.0915363794465,39.13192994467796,2020-09-20
2.1312,72.806,0.4084,5.2172,298.2588,4.016,297.93765288998134,39.02439534524845,2020-09-21
2.3532,72.8528,2.818,7.5348,314.1648,4.226,313.8708798632416,42.76111862698827,2020-09-22
2.5992,72.804,2.2944,9.2724,325.8596,4.912,325.5847371229993,46.90926896560249,2020-09-23
2.4276,72.8484,1.0868,8.332,324.5304,4.5428,324.24092830051933,43.985484817829075,2020-09-24
2.6804,72.7804,0.3392,4.7364,292.1712,4.9708,291.84718725596707,49.14842666213459,2020-09-25
3.0336,72.7848,0.0244,2.6304,284.1412,4.754,283.78210454562344,56.05295031594103,2020-09-26
2.5372,72.958,0.0,1.2756,287.984,4.5076,287.5876333163202,47.22433656231699,2020-09-27
2.442,73.0568,0.0,2.3788,267.6364,4.2372,267.29278710503365,45.331717047364926,2020-09-28
2.5172,72.9924,0.0,1.7588,266.9112,4.4264,266.5548877176695,46.79178247807669,2020-09-29
2.5388,72.9264,0.0,2.09,265.4044,4.2404,265.05741411940977,47.09389168575137,2020-09-30
2.5224,72.9168,0.0,2.4916,264.736,4.56,264.39850680376367,46.715355872413234,2020-10-01
2.412,72.9984,0.0,2.6108,261.8576,4.47,261.5262600030858,44.701385005708325,2020-10-02
2.4604,73.0468,0.0,3.0788,263.3952,4.3112,263.07152093067333,45.55130481598369,2020-10-03
2.4196,73.1012,0.0,3.2344,256.2728,4.6312,255.96091289379166,44.80406519669272,2020-10-04
2.4284,73.0512,0.0,1.918,251.5948,4.9576,251.26228797097485,45.15131192774765,2020-10-05
2.2408,73.1116,0.0,0.43,255.242,4.4876,254.8712957637184,41.92450115458922,2020-10-06
2.4916,73.2196,0.0,-0.266,261.7876,5.1372,261.39007086003033,46.80480785287267,2020-10-07
2.5048,73.248,0.0,-0.3856,259.4848,4.9152,259.0877294342342,47.091660354154364,2020-10-08
2.4964,73.2876,0.0,-1.09,257.3156,4.3216,256.9035601663317,47.08069279572987,2020-10-09
2.5092,73.1896,0.0,-2.2304,260.9412,4.2852,260.49121920748985,47.45774426218623,2020-10-10
2.4036,73.07,0.0,0.1672,260.534,4.4932,260.1492041652057,44.98805367976754,2020-10-11
2.562,72.9792,0.0336,2.0452,261.0744,4.3252,260.73211173095325,47.56639456585987,2020-10-12
2.8012,73.0612,0.0292,2.914,263.7968,4.5256,263.46927587969634,51.90198971504375,2020-10-13
2.4748,73.1192,0.0,0.9668,258.5644,4.1696,258.20148608481946,46.216680598138865,2020-10-14
2.3688,73.1516,0.0,-0.296,256.8828,4.0796,256.49196688208434,44.46156691742293,2020-10-15
2.5624,73.1104,0.0,-2.1388,252.426,4.6144,251.99329793487354,48.39513563641837,2020-10-16
2.3984,73.1412,0.0,-3.012,253.6912,4.518,253.23073575224257,45.46329218705843,2020-10-17
2.7552,73.0856,0.0,-2.4076,249.9884,5.1548,249.55228616822603,52.070474704120656,2020-10-18
2.3116,73.0092,0.0004,-1.4796,249.8772,4.5756,249.46684749517462,43.492144091034454,2020-10-19
2.3792,72.9812,0.0,-1.15,239.7592,3.962,239.37378071991785,44.69263000061466,2020-10-20
2.5732,73.0416,0.0,-2.672,243.5996,4.2604,243.16721132633083,48.649092033305216,2020-10-21
2.7488,72.9124,0.1136,-0.5812,261.6768,3.5836,261.2713063114796,51.47913711344064,2020-10-22
2.7824,72.8988,0.0088,-0.93,246.1048,4.604,245.71476467801384,52.16542852095702,2020-10-23
2.8436,72.9528,0.0,-4.2764,239.1144,4.4852,238.64255926030222,54.016342409155996,2020-10-24
3.048,73.1096,0.0008,-5.764,232.414,5.0548,231.9073866419032,58.34633362398347,2020-10-25
2.822,73.0896,0.0016,-5.5436,235.2664,4.8772,234.7611172017729,53.96087256845434,2020-10-26
2.3788,73.1364,0.0,-6.5196,224.9448,3.8804,224.4287844969385,45.681957955686386,2020-10-27
2.4148,73.2252,0.0,-5.294,231.6532,4.426,231.16394527910066,46.21715623366806,2020-10-28
3.046,73.3032,0.0092,-3.89,235.0688,4.8028,234.61668481917675,58.05556504684732,2020-10-29
3.2892,73.2772,0.0064,-4.6176,239.8624,4.8096,239.37820953438938,62.838429058365875,2020-10-30
2.9388,73.2792,0.0,-2.144,247.8852,4.572,247.4601374716488,55.63328560574849,2020-10-31
3.0244,73.298,0.0076,-1.2668,266.5996,5.032,266.1677823085874,57.08366465914778,2020-11-01
2.8636,73.284,0.0792,-1.5832,261.238,4.384,260.8060964578159,54.10130112118497,2020-11-02
2.5628,73.2008,0.0104,-3.9616,252.4764,3.9796,251.98849476438104,48.79070197318556,2020-11-03
2.6248,73.0368,0.0,-3.9924,240.18,4.858,239.71490858197222,49.86481040351295,2020-11-04
2.5356,73.1572,0.0,-4.8488,226.4928,5.23,226.0284885348731,48.403645098123405,2020-11-05
2.5688,73.3768,0.0,-8.694,222.0276,5.1632,221.4365418831011,49.899765044697034,2020-11-06
2.1396,73.478,0.0,-10.7544,225.5328,3.4628,224.83963005720804,41.94654861055448,2020-11-07
2.0372,73.564,0.0,-11.4644,227.0668,3.3752,226.33303872041662,40.09424530459627,2020-11-08
2.122,73.4312,0.0,-9.818,229.5988,3.4848,228.93796087479384,41.427166738878455,2020-11-09
2.3484,73.4032,0.0,-7.0952,240.6412,3.848,240.06715419711475,45.36060426762058,2020-11-10
2.4388,73.5028,0.0,-7.774,242.9368,3.8948,242.3297605377405,47.291304171122434,2020-11-11
2.3256,73.57,0.0,-10.1316,230.5444,3.8848,229.86613370040303,45.542042914823014,2020-11-12
2.2448,73.45,0.0,-9.948,230.5608,3.9456,229.891139597927,43.85742543698056,2020-11-13
2.37,73.3232,0.0,-8.9832,235.6544,4.3412,235.0143858432494,46.05474541465141,2020-11-14
3.4484,73.2868,1.7684,-5.9784,262.3468,5.9628,261.76661494311725,66.22408539587033,2020-11-15
3.3808,73.1632,2.8352,-3.5712,268.4096,5.854,267.9041328013508,64.23759917408151,2020-11-16
2.5244,73.0128,0.0484,-8.5648,230.3428,4.418,229.73505354104867,48.770195057837434,2020-11-17
2.724,72.9248,0.0,-9.8252,228.3392,4.6504,227.68165591981995,52.81453395901006,2020-11-18
3.4452,72.8604,0.0,-8.182,227.1804,5.6056,226.59660235195634,66.32472026810784,2020-11-19
2.9216,72.9184,0.0,-8.3984,211.8864,5.138,211.3337296783517,56.335500625327,2020-11-20
2.8832,72.8456,0.0,-11.0116,212.4652,4.812,211.80025060670778,56.093212703220594,2020-11-21
2.6444,73.012,0.0,-13.1796,225.586,5.2192,224.76209007396022,51.994853171789934,2020-11-22
2.766,73.1168,0.1444,-9.2532,264.1416,4.2392,263.41065485681304,53.65350431610251,2020-11-23
2.8984,73.1,0.0988,-7.7036,255.6192,3.8588,254.98354426207385,55.880685250817464,2020-11-24
3.1108,73.17,1.1924,-6.262,274.9924,4.4284,274.37248540458603,59.70888524593555,2020-11-25
3.4072,73.2484,1.0848,-5.088,274.1816,5.5648,273.6104628110641,65.18135450362561,2020-11-26
2.3348,73.4912,0.0008,-8.8868,235.9668,3.628,235.33020163267344,45.458091529424934,2020-11-27
2.2768,73.5308,0.0,-10.6924,234.6924,3.8072,233.97421815828088,44.65785769991669,2020-11-28
2.1424,73.4156,0.0,-7.452,253.6152,4.65,252.99529269523038,41.44417431932781,2020-11-29
2.2512,73.3212,0.0,-6.6208,245.7596,4.1264,245.1919532902088,43.357248484791384,2020-11-30
2.2224,73.3508,0.0,-7.0464,245.0404,4.2552,244.45779997945124,42.8883361537636,2020-12-01
2.3636,73.1408,0.0,-8.7356,236.7096,5.0924,236.0776425295756,45.77321838049811,2020-12-02
2.2644,73.0684,0.0,-9.6792,232.5512,4.0892,231.88831252536326,43.96561156268206,2020-12-03
2.4532,72.9612,0.0,-9.0784,238.29,4.9084,237.6385432408952,47.453264251723965,2020-12-04
2.6908,73.0104,0.0,-7.6408,239.0768,4.7972,238.48483218666507,51.802347105794496,2020-12-05
2.7172,73.1844,0.0,-8.0312,243.962,5.0296,243.34154367752444,52.51247189767552,2020-12-06
2.4452,73.2748,0.0,-9.1064,242.062,4.8784,241.39894474358465,47.506851474940774,2020-12-07
2.6416,73.342,0.0052,-6.8376,254.3796,4.7848,253.78332760792728,50.93206458949995,2020-12-08
2.946,73.1848,0.0144,-7.5548,258.5728,5.422,257.9363162692886,56.832436560822394,2020-12-09
2.9848,73.0992,0.0056,-7.548,250.3184,4.2828,249.70252126601474,57.512120962378035,2020-12-10
2.8756,73.0904,0.4824,-8.242,249.1388,4.4644,248.495925874567,55.54648792043717,2020-12-11
3.2868,72.9764,6.0216,-5.5744,270.006,4.8384,269.42490491768285,62.75843002230347,2020-12-12
2.982,72.8492,0.0924,-9.8624,227.99,4.3016,227.3317541771889,57.76501430351185,2020-12-13
2.9928,72.9116,0.0,-13.2488,217.3104,4.3812,216.51275388741752,58.779908281230796,2020-12-14
3.3556,72.9976,0.0,-12.0864,217.3328,4.4152,216.598771878555,65.68940223045102,2020-12-15
3.6384,73.046,0.0,-10.4596,209.5036,4.2624,208.87290087895354,70.83135420976923,2020-12-16
3.1904,72.9824,0.0,-15.6228,208.2428,4.5168,207.33436786919103,63.299901831392,2020-12-17
3.0132,72.936,0.0,-17.2008,214.676,5.3864,213.62344495541834,60.1144653670426,2020-12-18
2.4304,73.116,0.0,-16.9584,217.6084,4.388,216.56055745106346,48.56106017556874,2020-12-19
2.3572,73.2984,0.0,-14.4132,232.0068,4.2168,231.08036789137367,46.75150429578289,2020-12-20
2.3904,73.1664,0.0,-12.9144,248.8608,4.0348,247.9690352519187,47.05203643801122,2020-12-21
2.6372,73.0636,0.0,-13.7176,226.344,4.5612,225.48462709388238,51.99753856605506,2020-12-22
2.6344,72.9756,0.0,-14.4284,221.2468,4.86,220.36235676750837,52.02230233017057,2020-12-23
2.6556,72.9084,0.0,-14.0468,211.4368,4.6144,210.61466951753738,52.31549221994072,2020-12-24
2.5252,72.9792,0.0,-15.9232,203.7244,4.3536,202.8158073398476,50.158152197102645,2020-12-25
2.894,73.0196,0.0,-16.902,217.5708,4.686,216.52752439527387,57.73515775779779,2020-12-26
3.5108,72.7988,0.106,-16.7368,218.1792,5.6392,217.14577128504857,69.78350783575013,2020-12-27
4.0488,72.7076,0.6304,-9.822,231.2628,5.694,230.59698562260525,78.2657872208959,2020-12-28
3.4836,72.8324,0.0,-15.0604,198.918,5.4056,198.08530433198027,68.82484840724273,2020-12-29
2.9748,72.9804,0.0,-16.8004,209.9848,4.6168,208.98547541094513,59.29174511614005,2020-12-30
2.4088,73.1156,0.0044,-17.776,213.1696,4.404,212.0785084045338,48.28330351929429,2020-12-31
2.4572,73.1468,0.0,-16.8604,220.4168,3.7196,219.36314145539345,49.09844297089806,2021-01-01
2.4904,73.1396,0.3756,-12.2148,262.9472,3.8676,262.050948519439,48.87107412020348,2021-01-02
2.8752,73.1268,7.8316,-3.5332,295.87,4.5144,295.314216280539,54.59596467477786,2021-01-03
2.4936,73.2384,1.1392,-3.9464,284.6028,4.2848,284.05336501897165,47.49497231008165,2021-01-04
3.166,73.1624,4.8976,-3.2564,295.6676,4.896,295.12224484966396,60.08542435511387,2021-01-05
3.3848,73.02,6.044,-3.664,283.9988,6.3628,283.460685168593,64.20982668573494,2021-01-06
2.6276,72.942,0.0084,-11.9016,236.9128,3.922,236.12309575503346,51.362499008198384,2021-01-07
3.5604,72.932,0.0012,-13.352,249.5452,4.1028,248.62240352349102,69.97517240607067,2021-01-08
3.588,73.0268,0.038,-9.9096,239.4016,3.8852,238.70812466715665,69.68591834949976,2021-01-09
2.9704,73.0068,0.0,-15.0172,236.4896,4.124,235.50274749426282,58.816329981406724,2021-01-10
2.8368,73.0056,0.0,-16.0664,230.0568,4.1412,229.0198724076093,56.39925729927717,2021-01-11
2.6232,73.0124,0.0,-15.8212,229.2468,3.91,228.2320346033001,52.10777128540831,2021-01-12
2.29,72.972,0.0,-14.8396,222.3176,3.176,221.40184541452922,45.291082910121744,2021-01-13
2.0552,73.0816,0.0,-13.57,242.9648,3.1896,242.05210322114763,40.50921011717104,2021-01-14
2.2396,72.9984,0.0,-10.5592,249.2056,3.952,248.4501141156083,43.58802172495157,2021-01-15
2.2336,72.8932,0.0,-13.358,223.6676,3.1364,222.84013908220535,43.87625063413804,2021-01-16
2.2572,73.0956,0.0,-12.8064,239.9604,4.1572,239.1071631841122,44.368754332139645,2021-01-17
2.6756,73.0788,0.0,-12.0016,235.4076,4.2428,234.61731109798794,52.418922580052964,2021-01-18
2.8408,72.7772,0.0,-8.7104,228.03,4.7696,227.4222745093357,54.73591411020232,2021-01-19
3.0264,72.6836,0.0,-13.7416,218.6916,6.1332,217.85983983497312,59.36651945814746,2021-01-20
2.9824,72.8304,0.0,-14.8872,222.4836,4.568,221.56397102471647,58.88159904462798,2021-01-21
3.0288,72.9768,0.0,-12.6424,252.856,4.4892,251.96740986880596,59.40156396378229,2021-01-22
4.1652,72.7468,0.0784,-10.8536,240.3196,5.0304,239.57580583837182,80.87611645202894,2021-01-23
2.7712,72.7872,0.0332,-11.1896,228.0224,4.7584,227.29973673549162,53.90761319357853,2021-01-24
2.6372,72.9212,0.0,-14.6112,212.364,4.6968,211.50369471988387,52.07556734453287,2021-01-25
2.4532,72.8856,0.0,-16.8088,213.1032,4.6792,212.088401699927,48.83364493817012,2021-01-26
2.822,72.9344,0.0,-17.2828,213.4252,4.8196,212.37235762518856,56.316761446437134,2021-01-27
2.778,72.9308,0.0,-15.564,212.1344,5.3724,211.21298176022356,55.06603782351829,2021-01-28
2.5064,72.8232,0.0,-14.238,206.7484,4.52,205.93327127429427,49.35496248201783,2021-01-29
2.6828,72.8052,0.0,-15.306,203.336,4.3628,202.46936386117534,53.03426226418933,2021-01-30
2.4104,72.9612,0.0,-14.2744,212.3064,5.066,211.46714275356686,47.56120325928834,2021-01-31
2.9904,73.1292,0.0,-12.5016,219.8696,5.5976,219.10467422213307,58.73918387055569,2021-02-01
2.7344,73.096,0.0,-14.2248,219.1016,5.4944,218.23859485531733,54.043591401820706,2021-02-02
2.7956,73.0444,0.3364,-11.3548,245.5492,5.176,244.76184615343703,54.608864129925486,2021-02-03
3.2052,73.0052,6.2596,-6.98,275.3848,5.1884,274.7330075766555,61.547822049287824,2021-02-04
2.4848,72.8192,0.972,-8.5732,252.9864,4.8492,252.31852252223007,47.879372202332114,2021-02-05
2.8696,72.8688,0.1296,-11.8056,216.9348,3.9368,216.21660581247056,56.01607148115188,2021-02-06
2.616,73.1628,0.0104,-12.8504,220.7076,4.2184,219.92034152997445,51.47749697694624,2021-02-07
2.3532,73.2788,0.0,-11.348,234.5008,3.6284,233.74923456776708,46.11339458312786,2021-02-08
2.7088,73.0856,0.0,-9.45,249.0528,5.7916,248.35411657534416,52.56074261012701,2021-02-09
2.404,72.95,0.0,-8.3484,244.2468,4.4008,243.61191427697855,46.36625502337013,2021-02-10
2.698,72.9968,0.0,-9.9696,231.6348,5.1408,230.9610038206681,52.39080719275613,2021-02-11
2.2448,73.0548,0.0,-9.6304,234.5696,4.0504,233.90322943625358,43.56887560774182,2021-02-12
2.1148,73.0684,0.0,-8.7768,245.848,4.1264,245.18977273811532,40.920820810287964,2021-02-13
2.188,72.9724,0.0,-8.1092,248.5428,3.9796,247.9072959528127,42.175095910865736,2021-02-14
2.5512,72.8676,0.0016,-9.1744,238.1836,4.6328,237.5280830680875,49.3035341344672,2021-02-15
2.3928,72.8364,0.0056,-10.1416,230.9328,3.8648,230.25291528759578,46.392536484489746,2021-02-16
2.0248,72.9188,0.0,-9.2744,236.7448,3.074,236.08870319923395,39.17285962428581,2021-02-17
1.7892,73.1148,0.004,-8.5504,243.3572,2.8592,242.71575365661297,34.61289042009135,2021-02-18
2.5332,73.2832,0.0,-10.9924,227.1684,4.3428,226.45839643372335,49.57632347559237,2021-02-19
2.3968,73.3552,0.0,-9.1496,239.1336,4.0216,238.4766001775921,46.62522939814361,2021-02-20
2.5076,73.3,0.0,-5.962,250.4944,4.2752,249.9410393509269,48.16240347299712,2021-02-21
2.836,73.2276,0.0,-5.73,261.7892,5.8024,261.21985981697355,54.36883254336281,2021-02-22
3.5424,73.0644,0.0212,-6.0008,266.966,7.072,266.37470643836525,67.82853052605074,2021-02-23
3.5804,72.9576,0.0004,-8.8608,246.5548,6.6788,245.89083298486054,69.19672433499358,2021-02-24
3.472,72.8688,0.0,-9.406,247.2904,6.0104,246.59878072384018,67.15859634763149,2021-02-25
3.6164,72.7168,0.1776,-7.81,249.35,6.7644,248.725395856224,69.3859213688413,2021-02-26
4.37,72.6464,2.5248,-3.0036,282.3024,5.724,281.7902876276995,82.27335641415794,2021-02-27
3.632,72.7784,0.0072,-8.6056,245.2392,4.9464,244.59032502390707,69.95401337911403,2021-02-28
3.664,72.9376,0.0,-13.2552,222.6056,6.4604,221.7881412204812,71.99000580106114,2021-03-01
3.0388,72.994,0.0,-11.97,228.8968,5.2496,228.13009453546678,59.45826445895461,2021-03-02
3.4952,72.928,0.0,-9.4996,242.7948,7.1364,242.11131755715184,67.68629860756268,2021-03-03
3.254,72.946,0.0,-10.8444,239.33,6.1588,238.58974855752948,63.35404275184071,2021-03-04
3.5796,72.8068,0.0,-11.398,234.1076,6.1052,233.35463504936268,69.70746654638084,2021-03-05
3.2212,72.8916,0.0056,-10.488,238.9364,5.486,238.215659405701,62.58363607386148,2021-03-06
3.5032,72.988,0.904,-5.1572,297.9692,6.8336,297.3456288478633,66.79687333074439,2021-03-07
3.5988,73.1028,2.5696,-3.4744,291.5252,6.1564,290.9796996869286,68.29877822368732,2021-03-08
2.7428,73.172,0.0076,-6.6512,255.1232,4.8856,254.53270865425716,52.723796319438236,2021-03-09
3.1624,73.1176,0.1292,-5.9212,270.4288,5.9984,269.83304450087724,60.578474486753706,2021-03-10
2.544,73.2168,0.004,-6.224,248.3608,4.5036,247.80235789962572,48.85396728484058,2021-03-11
2.9992,73.4192,0.0624,-5.7648,266.7048,6.6344,266.12340862990555,57.655477765318096,2021-03-12
2.0884,73.332,0.008,-5.1992,259.2432,3.7512,258.69914341121614,40.01428132857572,2021-03-13
2.8684,73.1032,0.0,-7.6176,251.2404,5.3884,250.61930166160383,55.286799017804015,2021-03-14
3.0476,73.036,0.0,-7.882,256.3464,5.778,255.70109136579353,58.745275755034214,2021-03-15
3.256,73.0144,0.0,-6.7732,264.1212,5.8056,263.5047968510162,62.48264194213589,2021-03-16
3.5464,72.9568,0.0004,-6.246,265.6052,6.0676,265.00709452963116,67.86741030827392,2021-03-17
3.1852,73.036,0.0,-8.0196,261.4672,5.5768,260.8027532956415,61.42950628854966,2021-03-18
2.6524,73.0392,0.0008,-7.0784,260.79,5.2216,260.1686012233093,50.97525073659552,2021-03-19
2.5168,72.8592,0.0032,-6.5368,258.2048,4.252,257.61179611181745,48.15199897234566,2021-03-20
2.7572,72.9152,0.0516,-5.9764,252.6368,4.8932,252.07816418415499,52.6812005787656,2021-03-21
3.1964,73.1704,1.3544,-4.4276,273.3936,5.354,272.8486637232641,60.933418895676816,2021-03-22
2.8476,73.2488,0.4136,-4.4328,289.8724,4.1552,289.2944176766452,54.34341142001743,2021-03-23
3.4096,73.1072,0.2024,-5.882,274.5604,6.0892,273.95713912820077,65.29493355742989,2021-03-24
3.3644,72.972,0.0336,-8.8132,247.212,5.9372,246.54845225918086,65.02331554806887,2021-03-25
2.508,73.056,0.0024,-10.2424,250.0552,3.8224,249.31380218290894,48.79138500003226,2021-03-26
2.7564,73.0384,0.0,-6.654,264.0088,4.8884,263.39762649306095,52.88903732997269,2021-03-27
3.2904,72.9168,0.016,-2.372,275.9976,5.9944,275.51723162302966,62.033428743383375,2021-03-28
4.932,72.7972,0.1,-2.7692,293.9856,7.892,293.4604397357536,92.96613150101807,2021-03-29
4.6768,72.4224,0.0004,-6.8576,272.9608,6.4764,272.3201021822495,89.04833506490937,2021-03-30
5.2976,72.2388,0.0,-12.16,244.9608,8.5652,244.12911026921344,102.65702730319964,2021-03-31
5.1432,72.2196,0.0008,-16.8704,225.9812,8.8312,224.90013860209717,101.46992021414937,2021-04-01
5.1012,72.488,0.0,-17.1104,232.5608,7.582,231.42821278516215,101.1100193009427,2021-04-02
3.8984,72.754,0.0,-18.0572,220.6824,6.546,219.52876510007758,77.84091605950427,2021-04-03
3.2332,72.9724,0.0,-14.0128,241.1256,5.7132,240.190337793585,63.741797053655134,2021-04-04
4.0996,73.0624,0.02,-6.5836,295.1404,6.4948,294.4604135453815,78.66705219595171,2021-04-05
4.054,73.0696,0.4448,-4.412,295.0016,6.2204,294.41420418565343,77.17102318711196,2021-04-06
4.8812,73.0772,1.1344,-4.1096,300.4044,6.4136,299.81814792697094,92.82262932928866,2021-04-07
4.0716,72.9528,0.004,-7.4392,265.8148,6.1756,265.16564159004645,78.26376362434786,2021-04-08
3.8592,72.9692,0.0,-11.7788,249.6992,6.294,248.87410678994104,75.42963464272904,2021-04-09
3.4788,73.1276,0.0,-11.5632,252.3024,5.6564,251.48136244474324,68.08600017315112,2021-04-10
3.3348,73.1872,0.0,-9.8788,257.6308,5.7548,256.8861238118536,64.90294999710945,2021-04-11
3.9156,73.2052,0.0,-5.6008,287.5684,7.6184,286.9484083158876,75.00659652710077,2021-04-12
3.1384,73.1184,0.0,-7.496,268.0244,4.6944,267.3672988954082,60.47578020605348,2021-04-13
3.6256,73.0576,0.0004,-3.7992,281.892,6.8112,281.35307844462255,68.84777105014989,2021-04-14
3.2708,73.0148,0.0004,-2.984,285.8324,5.2744,285.31455158171343,61.88666235661094,2021-04-15
3.2324,72.9824,0.228,-4.5632,275.4476,5.8804,274.893589074382,61.4923993465304,2021-04-16
4.8476,73.0332,6.1812,-0.5192,302.822,6.6888,302.3546162153674,90.91489756631753,2021-04-17
3.6604,73.056,2.3048,-2.9516,280.496,6.2544,279.98890048756004,69.28903747978079,2021-04-18
4.2428,72.8092,0.0848,-6.5552,250.2148,7.032,249.639428853266,81.12412212771588,2021-04-19
3.554,72.8436,0.9796,-6.2452,292.5768,6.454,291.9179939328536,67.90711891459611,2021-04-20
5.6108,72.9,15.5724,0.922,316.3376,6.1196,315.89233184720274,104.48417371231011,2021-04-21
3.2876,72.9732,9.7368,-0.6064,298.0208,4.5908,297.5582379877766,61.626746415577976,2021-04-22
4.034,72.9496,7.1288,-2.2036,303.3236,7.0584,302.80144715103916,76.03933124926951,2021-04-23
2.776,72.9392,1.5824,-2.8012,285.548,4.6308,285.0368401527721,52.434710693428514,2021-04-24
2.5596,73.126,0.026,-6.5148,258.2656,4.38,257.67334049763974,49.14612739036752,2021-04-25
2.8548,73.112,0.0,-5.044,259.0396,4.0828,258.50159129781247,54.503034679097,2021-04-26
2.716,73.1116,0.0,-2.2428,277.22,4.3856,276.7415599554222,51.316658712588165,2021-04-27
2.8188,73.208,0.0228,-0.3088,279.8144,5.318,279.38832766527213,52.95118932318007,2021-04-28
3.0812,73.1804,1.7112,0.8712,298.2112,5.43,297.7900887926035,57.60940227430192,2021-04-29
2.718,73.1448,0.8196,0.5236,293.8808,4.6624,293.45651860972487,50.858420585827865,2021-04-30
2.4772,73.1252,0.258,1.3276,294.828,4.4916,294.42354765472834,46.20448091503496,2021-05-01
2.3956,73.1652,3.4428,2.4412,309.1716,2.9456,308.77621157154425,44.52627739359095,2021-05-02
2.2192,72.9988,1.1904,2.6564,313.4664,3.768,313.0708878648995,41.121664928952356,2021-05-03
2.536,72.9416,3.8008,2.6888,321.39,3.9524,320.98531182459425,46.94961603041519,2021-05-04
2.7828,72.9824,3.6512,3.4476,320.0,4.4148,319.6156888494414,51.4060924593121,2021-05-05
2.9772,73.0676,4.0632,3.3656,311.9344,4.9204,311.5578599722536,55.07773602220387,2021-05-06
3.2784,73.1656,1.4504,2.9108,313.412,4.7272,313.02279699295104,60.83128662475188,2021-05-07
2.7592,73.0412,2.5032,2.872,310.0824,3.6284,309.69639731382284,51.11757555405738,2021-05-08
2.9232,72.9104,0.832,3.6504,313.5024,4.79,313.1306056507018,53.90687575201876,2021-05-09
2.1608,72.8616,0.9008,3.6324,315.9516,3.6204,315.57648218463663,39.82333885328132,2021-05-10
2.4552,72.8072,1.3508,3.9036,322.7216,3.9232,322.3448333346753,45.17105896501243,2021-05-11
3.542,72.626,5.2172,3.3384,317.2688,5.6552,316.8851720179132,65.13683191331576,2021-05-12
3.2372,72.66,7.09,3.4524,306.5556,5.5364,306.18754505404274,59.53492983607166,2021-05-13
3.2416,72.6684,0.2092,1.3864,276.8256,5.4932,276.4472545799912,60.07142747740496,2021-05-14
3.4132,72.8676,0.0472,0.6828,301.6732,5.4132,301.2420636879349,63.5877708245992,2021-05-15
3.0752,73.0472,0.0016,0.2636,274.4092,5.724,274.0064009926662,57.52010778307449,2021-05-16
3.0304,73.104,0.004,1.186,306.986,4.8216,306.5610741835761,56.535490039992155,2021-05-17
2.6136,73.028,0.8684,2.6568,336.056,5.1916,335.6319963485348,48.44917919305133,2021-05-18
2.9196,72.834,25.6088,5.6464,336.2036,5.5996,335.85097057313095,53.39901180861511,2021-05-19
4.0792,72.6048,53.8808,7.7352,339.7692,7.0984,339.45512465076337,73.82005097212888,2021-05-20
2.6196,72.862,0.8096,3.3656,321.562,3.9756,321.17383837242005,48.32582725349057,2021-05-21
2.632,72.8712,0.1572,1.8912,301.0424,4.9168,300.64386484810444,48.821027672812775,2021-05-22
2.8596,72.9116,0.518,2.4036,298.0724,4.7128,297.6903059074939,52.97350300560633,2021-05-23
3.1752,72.8292,0.2468,2.8484,291.9232,4.1436,291.5592663104967,58.658766448530216,2021-05-24
3.1148,72.7248,0.226,2.346,276.5316,4.4516,276.17583522199834,57.565233275465644,2021-05-25
2.6688,72.6656,0.0292,1.0104,277.3956,4.152,277.00733155626773,49.522553825765556,2021-05-26
2.3976,72.7452,0.0124,0.9512,293.318,3.5856,292.90589876161397,44.54849126199904,2021-05-27
2.778,72.9128,2.4316,3.644,323.0716,4.3016,322.6883049502707,51.232106246164804,2021-05-28
2.9412,72.9936,4.1928,8.3952,339.0312,4.7712,338.7299315716645,53.38559383819959,2021-05-29
2.656,72.8968,1.4688,8.45,327.754,4.8056,327.46370240709757,48.13563987840791,2021-05-30
3.0268,72.6772,5.4772,7.3396,328.3132,4.9684,328.0024185192096,54.90703777247132,2021-05-31
2.9956,72.8204,3.0884,5.0428,324.5228,4.4156,324.16961854411625,54.89766356244846,2021-06-01
2.6652,72.8732,0.598,4.5184,310.8028,3.5496,310.4534691876146,48.97044521145945,2021-06-02
3.0352,73.0192,0.1416,5.5376,308.714,4.6428,308.3880454487319,55.67620220480416,2021-06-03
3.15,73.0488,0.5924,4.7068,316.2044,4.5552,315.85309592337137,57.9782997126081,2021-06-04
2.8704,72.9824,0.6976,6.0896,332.186,4.1956,331.8468633118467,52.52262459060281,2021-06-05
2.6648,72.9256,1.3844,7.14,334.4572,4.4548,334.13677540493717,48.54001341631801,2021-06-06
2.756,72.7572,0.8072,7.2488,332.6492,4.5192,332.33258890471376,50.065885837306965,2021-06-07
3.4376,72.7168,0.0208,5.2872,324.4984,5.8968,324.1504938639676,62.85295588235736,2021-06-08
2.4496,72.7152,2.2244,6.2732,337.7024,4.3832,337.36145507777184,44.629372365559405,2021-06-09
